"sentence","time","lat","NS","lon","EW","quality","satellites","dilution","altitude","height","speed"
"$GPGGA","2015-08-04 08:33:11",33.9578166666667,"N",-83.3782916666667,"W","2",9,0.86,238,-31.4,14.05668
"$GPGGA","2015-08-04 08:33:12",33.957835,"N",-83.3782333333333,"W","2",9,0.86,238.5,-31.4,18.09404
"$GPGGA","2015-08-04 08:33:13",33.9578483333333,"N",-83.37817,"W","2",9,0.86,238.9,-31.4,19.52008
"$GPGGA","2015-08-04 08:33:14",33.9578633333333,"N",-83.3781066666667,"W","2",9,0.86,239.2,-31.4,19.14968
"$GPGGA","2015-08-04 08:33:15",33.9578783333333,"N",-83.378045,"W","2",9,0.86,239.6,-31.4,19.24228
"$GPGGA","2015-08-04 08:33:16",33.9578916666667,"N",-83.3779883333333,"W","2",9,0.86,240,-31.4,19.909
"$GPGGA","2015-08-04 08:33:17",33.9579033333333,"N",-83.3779133333333,"W","2",9,0.86,240.5,-31.4,18.53852
"$GPGGA","2015-08-04 08:33:18",33.9579066666667,"N",-83.3778533333333,"W","2",9,0.86,241.4,-31.4,17.9644
"$GPGGA","2015-08-04 08:33:19",33.9579133333333,"N",-83.3777983333333,"W","2",9,0.86,242.1,-31.4,15.9272
"$GPGGA","2015-08-04 08:33:20",33.957915,"N",-83.377745,"W","2",9,0.86,242.7,-31.4,16.50132
"$GPGGA","2015-08-04 08:33:21",33.9579166666667,"N",-83.3776916666667,"W","2",9,0.86,243.8,-31.4,16.4828
"$GPGGA","2015-08-04 08:33:22",33.95793,"N",-83.3776566666667,"W","2",9,0.86,244.7,-31.4,14.66784
"$GPGGA","2015-08-04 08:33:23",33.9579416666667,"N",-83.3776366666667,"W","2",9,0.86,245.5,-31.4,14.59376
"$GPGGA","2015-08-04 08:33:24",33.9579683333333,"N",-83.3775983333333,"W","2",9,0.86,246.4,-31.4,15.3716
"$GPGGA","2015-08-04 08:33:25",33.957965,"N",-83.3775533333333,"W","2",9,0.86,247.1,-31.4,16.72356
"$GPGGA","2015-08-04 08:33:26",33.957975,"N",-83.3774883333333,"W","2",9,0.86,247.8,-31.4,17.64956
"$GPGGA","2015-08-04 08:33:27",33.9580216666667,"N",-83.3773616666667,"W","2",9,0.86,248.6,-31.4,19.66824
"$GPGGA","2015-08-04 08:33:28",33.9580333333333,"N",-83.3772816666666,"W","2",9,0.86,249.5,-31.4,23.07592
"$GPGGA","2015-08-04 08:33:29",33.9580483333333,"N",-83.3771983333333,"W","2",9,0.86,250.5,-31.4,25.2798
"$GPGGA","2015-08-04 08:33:30",33.9580666666667,"N",-83.3771033333333,"W","2",9,0.86,251.2,-31.4,26.2984
"$GPGGA","2015-08-04 08:33:31",33.958085,"N",-83.377015,"W","2",9,0.86,252.2,-31.4,27.35404
"$GPGGA","2015-08-04 08:33:32",33.9581116666667,"N",-83.3769116666667,"W","2",8,0.96,253,-31.4,27.42812
"$GPGGA","2015-08-04 08:33:33",33.958135,"N",-83.376815,"W","2",8,0.96,253.7,-31.4,28.48376
"$GPGGA","2015-08-04 08:33:34",33.9581716666667,"N",-83.3767083333333,"W","2",8,0.96,254.3,-31.4,28.39116
"$GPGGA","2015-08-04 08:33:35",33.9581933333333,"N",-83.3766166666667,"W","2",8,0.96,254.9,-31.4,28.3356
"$GPGGA","2015-08-04 08:33:36",33.958215,"N",-83.3765133333333,"W","2",9,0.86,255.2,-31.4,29.05788
"$GPGGA","2015-08-04 08:33:37",33.958225,"N",-83.3764216666667,"W","2",9,0.86,255.5,-31.4,30.0024
"$GPGGA","2015-08-04 08:33:38",33.9582333333333,"N",-83.3763333333333,"W","2",9,0.87,256,-31.4,29.87276
"$GPGGA","2015-08-04 08:33:39",33.9582533333333,"N",-83.3762416666667,"W","2",9,0.86,256.6,-31.4,29.33568
"$GPGGA","2015-08-04 08:33:40",33.9582716666667,"N",-83.3761516666667,"W","2",9,0.86,257.2,-31.4,28.55784
"$GPGGA","2015-08-04 08:33:41",33.9583133333333,"N",-83.376005,"W","2",9,0.86,257.6,-31.4,28.44672
"$GPGGA","2015-08-04 08:33:42",33.9583333333333,"N",-83.375855,"W","2",9,0.86,258.1,-31.4,29.66904
"$GPGGA","2015-08-04 08:33:43",33.9583,"N",-83.3757483333333,"W","2",9,0.87,258.1,-31.4,27.74296
"$GPGGA","2015-08-04 08:33:44",33.9582516666667,"N",-83.3756716666667,"W","2",9,0.87,258,-31.4,28.44672
"$GPGGA","2015-08-04 08:33:45",33.9581783333333,"N",-83.37562,"W","2",9,0.87,257.6,-31.4,33.5212
"$GPGGA","2015-08-04 08:33:46",33.9581033333333,"N",-83.375565,"W","2",9,0.86,257,-31.4,35.03984
"$GPGGA","2015-08-04 08:33:47",33.95803,"N",-83.375515,"W","2",8,1.03,256.8,-31.4,34.68796
"$GPGGA","2015-08-04 08:33:48",33.9579533333333,"N",-83.3754616666667,"W","2",9,0.87,256.4,-31.4,33.68788
"$GPGGA","2015-08-04 08:33:49",33.95788,"N",-83.3754116666667,"W","2",9,0.87,256,-31.4,33.76196
"$GPGGA","2015-08-04 08:33:50",33.9578133333333,"N",-83.375365,"W","2",8,1.03,255.4,-31.4,32.53964
"$GPGGA","2015-08-04 08:33:51",33.957755,"N",-83.3753483333333,"W","2",8,1.01,254.6,-31.4,29.9098
"$GPGGA","2015-08-04 08:33:52",33.9577016666667,"N",-83.3753683333333,"W","2",8,1.01,254.1,-31.4,26.03912
"$GPGGA","2015-08-04 08:33:53",33.9576666666667,"N",-83.3754,"W","2",8,1.01,253.7,-31.4,26.09468
"$GPGGA","2015-08-04 08:33:54",33.9576516666667,"N",-83.375475,"W","2",9,0.87,253.6,-31.4,26.18728
"$GPGGA","2015-08-04 08:33:55",33.957645,"N",-83.3755483333333,"W","2",8,1.01,253.6,-31.4,27.5022
"$GPGGA","2015-08-04 08:33:56",33.957635,"N",-83.3756266666667,"W","2",8,1.01,253.6,-31.4,26.53916
"$GPGGA","2015-08-04 08:33:57",33.9576266666667,"N",-83.3757016666667,"W","2",8,1.01,253.7,-31.4,26.46508
"$GPGGA","2015-08-04 08:33:58",33.95761,"N",-83.3757766666667,"W","2",8,1.01,253.6,-31.4,25.76132
"$GPGGA","2015-08-04 08:33:59",33.9575966666667,"N",-83.375855,"W","2",8,1.01,253.7,-31.4,26.37248
"$GPGGA","2015-08-04 08:34:00",33.9575766666667,"N",-83.3759283333333,"W","2",8,1.02,253.8,-31.4,26.37248
"$GPGGA","2015-08-04 08:34:01",33.95756,"N",-83.3760033333333,"W","2",8,1.01,253.9,-31.4,25.7428
"$GPGGA","2015-08-04 08:34:02",33.95754,"N",-83.3760666666667,"W","2",8,1.03,254.2,-31.4,24.46492
"$GPGGA","2015-08-04 08:34:03",33.9575183333333,"N",-83.37613,"W","2",8,1.03,254.1,-31.4,23.87228
"$GPGGA","2015-08-04 08:34:04",33.9574966666667,"N",-83.3761966666667,"W","2",8,1.03,254,-31.4,23.29816
"$GPGGA","2015-08-04 08:34:05",33.9574783333333,"N",-83.3762583333333,"W","2",8,1.03,253.9,-31.4,22.85368
"$GPGGA","2015-08-04 08:34:06",33.9574633333333,"N",-83.37634,"W","2",9,0.87,252.9,-31.4,21.90916
"$GPGGA","2015-08-04 08:34:07",33.9574516666667,"N",-83.3764183333333,"W","2",9,0.87,251.8,-31.4,22.24252
"$GPGGA","2015-08-04 08:34:08",33.9574433333333,"N",-83.376485,"W","2",9,0.87,250.5,-31.4,20.4646
"$GPGGA","2015-08-04 08:34:09",33.9574366666667,"N",-83.3765483333333,"W","2",9,0.87,249.3,-31.4,17.9644
"$GPGGA","2015-08-04 08:34:10",33.95743,"N",-83.3766,"W","2",9,0.87,248.1,-31.4,16.0198
"$GPGGA","2015-08-04 08:34:11",33.9574216666667,"N",-83.3766433333333,"W","2",9,0.87,247.1,-31.4,13.57516
"$GPGGA","2015-08-04 08:34:12",33.957415,"N",-83.3766783333333,"W","2",9,0.87,246.5,-31.4,10.77864
"$GPGGA","2015-08-04 08:34:13",33.95741,"N",-83.3767133333333,"W","2",9,0.87,245.8,-31.4,9.29704
"$GPGGA","2015-08-04 08:34:14",33.9574016666667,"N",-83.3767433333334,"W","2",9,0.87,245.3,-31.4,9.40816
"$GPGGA","2015-08-04 08:34:15",33.95739,"N",-83.376775,"W","2",9,0.87,245.3,-31.4,11.24164
"$GPGGA","2015-08-04 08:34:16",33.9573666666667,"N",-83.3768033333333,"W","2",9,0.87,245.2,-31.4,14.03816
"$GPGGA","2015-08-04 08:34:17",33.9573166666667,"N",-83.3768016666667,"W","2",9,0.87,245.8,-31.4,17.4088
"$GPGGA","2015-08-04 08:34:18",33.957255,"N",-83.3767866666667,"W","2",9,0.87,245.5,-31.4,20.81648
"$GPGGA","2015-08-04 08:34:19",33.9571816666667,"N",-83.3767583333333,"W","2",9,0.87,245.3,-31.4,26.74288
"$GPGGA","2015-08-04 08:34:20",33.9571033333333,"N",-83.3767283333333,"W","2",9,0.87,245.5,-31.4,29.74312
"$GPGGA","2015-08-04 08:34:21",33.9570166666667,"N",-83.3767033333333,"W","2",9,0.87,245.2,-31.4,31.78032
"$GPGGA","2015-08-04 08:34:22",33.9569316666667,"N",-83.3766766666667,"W","2",9,0.87,244.7,-31.4,35.26208
"$GPGGA","2015-08-04 08:34:23",33.9568433333333,"N",-83.3766483333333,"W","2",9,0.87,244.3,-31.4,35.78064
"$GPGGA","2015-08-04 08:34:24",33.9567466666667,"N",-83.3766216666667,"W","2",9,0.87,243.6,-31.4,37.37336
"$GPGGA","2015-08-04 08:34:25",33.9566466666667,"N",-83.3765983333333,"W","2",9,0.87,242.5,-31.4,38.74384
"$GPGGA","2015-08-04 08:34:26",33.9565433333333,"N",-83.37658,"W","2",9,0.87,242.2,-31.4,39.66984
"$GPGGA","2015-08-04 08:34:27",33.9564383333333,"N",-83.376565,"W","2",8,0.99,241.1,-31.4,41.15144
"$GPGGA","2015-08-04 08:34:28",33.9563333333333,"N",-83.3765533333333,"W","2",9,0.87,240.1,-31.4,42.07744
"$GPGGA","2015-08-04 08:34:29",33.956225,"N",-83.3765416666667,"W","2",9,0.87,239.2,-31.4,42.07744
"$GPGGA","2015-08-04 08:34:30",33.956115,"N",-83.3765316666667,"W","2",9,0.87,238.4,-31.4,43.00344
"$GPGGA","2015-08-04 08:34:31",33.9560066666667,"N",-83.3765283333334,"W","2",9,0.87,237.7,-31.4,42.98492
"$GPGGA","2015-08-04 08:34:32",33.955895,"N",-83.3765266666667,"W","2",9,0.87,237.3,-31.4,43.7998
"$GPGGA","2015-08-04 08:34:33",33.9557816666667,"N",-83.37653,"W","2",9,0.87,236.7,-31.4,44.6332
"$GPGGA","2015-08-04 08:34:34",33.9556683333333,"N",-83.3765333333333,"W","2",9,0.87,235.9,-31.4,45.02212
"$GPGGA","2015-08-04 08:34:35",33.9555533333333,"N",-83.3765383333333,"W","2",9,0.87,235.3,-31.4,45.52216
"$GPGGA","2015-08-04 08:34:36",33.955435,"N",-83.3765416666667,"W","2",8,0.96,234.7,-31.4,46.3
"$GPGGA","2015-08-04 08:34:37",33.9553166666667,"N",-83.3765433333333,"W","2",9,0.87,234.2,-31.4,46.98524
"$GPGGA","2015-08-04 08:34:38",33.9551966666667,"N",-83.3765416666667,"W","2",9,0.87,233.5,-31.4,46.89264
"$GPGGA","2015-08-04 08:34:39",33.9550733333333,"N",-83.3765433333333,"W","2",8,1.03,232.9,-31.4,46.81856
"$GPGGA","2015-08-04 08:34:40",33.95495,"N",-83.3765483333333,"W","2",8,0.96,231.6,-31.4,47.18896
"$GPGGA","2015-08-04 08:34:41",33.954825,"N",-83.3765483333333,"W","2",7,1.12,230.8,-31.4,46.6704
"$GPGGA","2015-08-04 08:34:42",33.9547016666667,"N",-83.3765433333333,"W","2",8,0.96,229.5,-31.4,47.61492
"$GPGGA","2015-08-04 08:34:43",33.9545783333333,"N",-83.3765383333333,"W","2",8,1.02,229.3,-31.4,48.2446
"$GPGGA","2015-08-04 08:34:44",33.9544516666667,"N",-83.3765383333333,"W","2",8,0.99,228.5,-31.4,49.11504
"$GPGGA","2015-08-04 08:34:45",33.95433,"N",-83.3765416666667,"W","2",8,0.99,228.1,-31.4,48.35572
"$GPGGA","2015-08-04 08:34:46",33.9542083333333,"N",-83.376545,"W","2",8,0.99,227.8,-31.4,48.3372
"$GPGGA","2015-08-04 08:34:47",33.9540883333333,"N",-83.3765483333333,"W","2",7,1.1,227.1,-31.4,47.48528
"$GPGGA","2015-08-04 08:34:48",33.9539716666667,"N",-83.37655,"W","2",8,1.03,226.7,-31.4,46.3
"$GPGGA","2015-08-04 08:34:49",33.95385,"N",-83.3765466666667,"W","2",8,1.02,226.5,-31.4,47.26304
"$GPGGA","2015-08-04 08:34:50",33.9537266666667,"N",-83.3765433333333,"W","2",8,1.02,226,-31.4,47.39268
"$GPGGA","2015-08-04 08:34:51",33.9536083333333,"N",-83.37654,"W","2",8,1.02,225.5,-31.4,47.92976
"$GPGGA","2015-08-04 08:34:52",33.9534933333333,"N",-83.3765433333333,"W","2",7,1.1,224.6,-31.4,46.31852
"$GPGGA","2015-08-04 08:34:53",33.953385,"N",-83.3765483333333,"W","2",8,0.99,223.6,-31.4,44.1702
"$GPGGA","2015-08-04 08:34:54",33.9532983333333,"N",-83.3765516666667,"W","2",8,0.99,223,-31.4,38.74384
"$GPGGA","2015-08-04 08:34:55",33.9532283333333,"N",-83.376555,"W","2",8,0.99,221.7,-31.4,30.89136
"$GPGGA","2015-08-04 08:34:56",33.9531883333333,"N",-83.3765716666667,"W","2",8,0.96,220.6,-31.4,22.20548
"$GPGGA","2015-08-04 08:34:57",33.953155,"N",-83.37658,"W","2",8,0.96,220.1,-31.4,15.76052
"$GPGGA","2015-08-04 08:34:58",33.95314,"N",-83.3765783333333,"W","2",8,0.96,219.6,-31.4,10.76012
"$GPGGA","2015-08-04 08:34:59",33.9531366666667,"N",-83.376575,"W","2",8,0.96,219,-31.4,3.90772
"$GPGGA","2015-08-04 08:35:00",33.95314,"N",-83.3765716666667,"W","2",9,0.87,218.8,-31.4,0.03704
"$GPGGA","2015-08-04 08:35:01",33.9531416666667,"N",-83.376565,"W","2",7,1.1,218.5,-31.4,0.03704
"$GPGGA","2015-08-04 08:35:02",33.953145,"N",-83.3765616666666,"W","2",8,0.96,218.3,-31.4,0.05556
"$GPGGA","2015-08-04 08:35:03",33.953145,"N",-83.37656,"W","2",9,0.87,218.3,-31.4,0.05556
"$GPGGA","2015-08-04 08:35:04",33.953145,"N",-83.3765583333333,"W","2",9,0.87,218.3,-31.4,0.01852
"$GPGGA","2015-08-04 08:35:05",33.953145,"N",-83.3765583333333,"W","2",9,0.87,218.3,-31.4,0.01852
"$GPGGA","2015-08-04 08:35:06",33.953145,"N",-83.3765566666667,"W","2",8,0.96,218.2,-31.4,0.03704
"$GPGGA","2015-08-04 08:35:07",33.9531433333333,"N",-83.3765566666667,"W","2",9,0.87,218.2,-31.4,0.05556
"$GPGGA","2015-08-04 08:35:08",33.9531383333333,"N",-83.376555,"W","2",9,0.87,218.2,-31.4,0.22224
"$GPGGA","2015-08-04 08:35:09",33.9531133333333,"N",-83.3765533333333,"W","2",9,0.87,218,-31.4,0.53708
"$GPGGA","2015-08-04 08:35:10",33.9530766666667,"N",-83.3765466666667,"W","2",9,0.87,217.7,-31.4,11.96392
"$GPGGA","2015-08-04 08:35:11",33.953035,"N",-83.3765316666667,"W","2",9,0.87,217.6,-31.4,16.18648
"$GPGGA","2015-08-04 08:35:12",33.9529916666667,"N",-83.3764916666667,"W","2",9,0.87,217.4,-31.4,17.594
"$GPGGA","2015-08-04 08:35:13",33.9529466666667,"N",-83.3764383333333,"W","2",9,0.87,217.1,-31.4,24.48344
"$GPGGA","2015-08-04 08:35:14",33.9529033333333,"N",-83.3763833333333,"W","2",9,0.87,217,-31.4,27.1318
"$GPGGA","2015-08-04 08:35:15",33.95288,"N",-83.37632,"W","2",9,0.87,217,-31.4,25.50204
"$GPGGA","2015-08-04 08:35:16",33.9528683333333,"N",-83.3762516666667,"W","2",9,0.87,216.9,-31.4,21.8536
"$GPGGA","2015-08-04 08:35:17",33.9528633333333,"N",-83.3761766666667,"W","2",9,0.87,216.9,-31.4,22.57588
"$GPGGA","2015-08-04 08:35:18",33.952855,"N",-83.3761016666667,"W","2",9,0.87,217.1,-31.4,22.94628
"$GPGGA","2015-08-04 08:35:19",33.9528483333333,"N",-83.3760266666667,"W","2",9,0.87,217.2,-31.4,24.15008
"$GPGGA","2015-08-04 08:35:20",33.95284,"N",-83.3759516666667,"W","2",8,0.96,217.3,-31.4,24.61308
"$GPGGA","2015-08-04 08:35:21",33.9528316666667,"N",-83.3758783333333,"W","2",9,0.87,217.5,-31.4,24.68716
"$GPGGA","2015-08-04 08:35:22",33.9528266666667,"N",-83.3758066666667,"W","2",9,0.87,217.5,-31.4,24.57604
"$GPGGA","2015-08-04 08:35:23",33.95282,"N",-83.375735,"W","2",9,0.87,217.7,-31.4,23.76116
"$GPGGA","2015-08-04 08:35:24",33.9528183333333,"N",-83.3756616666666,"W","2",9,0.87,217.8,-31.4,23.76116
"$GPGGA","2015-08-04 08:35:25",33.9528083333333,"N",-83.3755916666667,"W","2",9,0.87,218,-31.4,23.7982
"$GPGGA","2015-08-04 08:35:26",33.9528083333333,"N",-83.3755116666666,"W","2",9,0.87,218.1,-31.4,23.7056
"$GPGGA","2015-08-04 08:35:27",33.9528016666667,"N",-83.3754266666667,"W","2",9,0.87,218.4,-31.4,23.66856
"$GPGGA","2015-08-04 08:35:28",33.9527966666667,"N",-83.3753533333333,"W","2",9,0.87,218.7,-31.4,22.74256
"$GPGGA","2015-08-04 08:35:29",33.952795,"N",-83.3752783333333,"W","2",9,0.87,219.1,-31.4,21.81656
"$GPGGA","2015-08-04 08:35:30",33.952785,"N",-83.375215,"W","2",9,0.87,219.5,-31.4,21.9462
"$GPGGA","2015-08-04 08:35:31",33.9527833333333,"N",-83.3751466666667,"W","2",9,0.87,219.9,-31.4,20.9276
"$GPGGA","2015-08-04 08:35:32",33.9527833333333,"N",-83.37508,"W","2",9,0.87,220.3,-31.4,20.96464
"$GPGGA","2015-08-04 08:35:33",33.95278,"N",-83.3750216666667,"W","2",9,0.87,220.6,-31.4,21.0202
"$GPGGA","2015-08-04 08:35:34",33.952775,"N",-83.37496,"W","2",9,0.87,221,-31.4,20.44608
"$GPGGA","2015-08-04 08:35:35",33.95277,"N",-83.3748966666667,"W","2",9,0.87,221.3,-31.4,20.4646
"$GPGGA","2015-08-04 08:35:36",33.95277,"N",-83.374825,"W","2",8,0.96,221.3,-31.4,19.85344
"$GPGGA","2015-08-04 08:35:37",33.9527583333333,"N",-83.3747616666666,"W","2",8,0.96,221.3,-31.4,18.94596
"$GPGGA","2015-08-04 08:35:38",33.9527416666667,"N",-83.3747033333333,"W","2",9,0.87,221.2,-31.4,18.29776
"$GPGGA","2015-08-04 08:35:39",33.952695,"N",-83.3746833333333,"W","2",9,0.87,221.4,-31.4,17.83476
"$GPGGA","2015-08-04 08:35:40",33.9526383333333,"N",-83.37468,"W","2",9,0.87,221.6,-31.4,24.83532
"$GPGGA","2015-08-04 08:35:41",33.95257,"N",-83.37468,"W","2",8,0.99,221.5,-31.4,27.24292
"$GPGGA","2015-08-04 08:35:42",33.952495,"N",-83.3746716666667,"W","2",8,0.99,221.2,-31.4,29.50236
"$GPGGA","2015-08-04 08:35:43",33.952415,"N",-83.374655,"W","2",9,0.87,220.9,-31.4,31.35436
"$GPGGA","2015-08-04 08:35:44",33.9523316666667,"N",-83.374635,"W","2",9,0.87,220.7,-31.4,33.16932
"$GPGGA","2015-08-04 08:35:45",33.952245,"N",-83.3746133333333,"W","2",9,0.87,220.3,-31.4,34.4472
"$GPGGA","2015-08-04 08:35:46",33.9521533333333,"N",-83.3745883333333,"W","2",8,0.96,219.9,-31.4,36.41032
"$GPGGA","2015-08-04 08:35:47",33.9520616666667,"N",-83.37456,"W","2",8,0.99,219.5,-31.4,37.72524
"$GPGGA","2015-08-04 08:35:48",33.9519616666667,"N",-83.3745266666667,"W","2",9,0.87,219.3,-31.4,38.57716
"$GPGGA","2015-08-04 08:35:49",33.9518616666667,"N",-83.374495,"W","2",9,0.87,219.2,-31.4,39.57724
"$GPGGA","2015-08-04 08:35:50",33.9517583333333,"N",-83.3744683333333,"W","2",9,0.87,219.2,-31.4,40.24396
"$GPGGA","2015-08-04 08:35:51",33.9516633333333,"N",-83.3744366666667,"W","2",9,0.87,218.9,-31.4,40.0958
"$GPGGA","2015-08-04 08:35:52",33.9515783333333,"N",-83.374395,"W","2",9,0.87,218.3,-31.4,37.18816
"$GPGGA","2015-08-04 08:35:53",33.9514983333333,"N",-83.3743583333333,"W","2",9,0.87,218,-31.4,34.33608
"$GPGGA","2015-08-04 08:35:54",33.9514216666667,"N",-83.3743216666667,"W","2",9,0.87,217.6,-31.4,31.484
"$GPGGA","2015-08-04 08:35:55",33.9513466666667,"N",-83.3742916666667,"W","2",9,0.87,217,-31.4,32.16924
"$GPGGA","2015-08-04 08:35:56",33.9512766666667,"N",-83.3742683333333,"W","2",9,0.87,216.4,-31.4,28.78008
"$GPGGA","2015-08-04 08:35:57",33.9512116666667,"N",-83.3742483333334,"W","2",9,0.87,216.1,-31.4,27.35404
"$GPGGA","2015-08-04 08:35:58",33.9511516666667,"N",-83.3742333333333,"W","2",9,0.87,215.7,-31.4,25.66872
"$GPGGA","2015-08-04 08:35:59",33.9510883333333,"N",-83.3742283333333,"W","2",8,0.96,215.4,-31.4,26.92808
"$GPGGA","2015-08-04 08:36:00",33.9510183333333,"N",-83.37422,"W","2",9,0.87,215,-31.4,27.29848
"$GPGGA","2015-08-04 08:36:01",33.95095,"N",-83.3742166666667,"W","2",9,0.87,214.8,-31.4,28.83564
"$GPGGA","2015-08-04 08:36:02",33.9508783333333,"N",-83.3742166666667,"W","2",9,0.87,214.3,-31.4,29.22456
"$GPGGA","2015-08-04 08:36:03",33.9508066666667,"N",-83.3742266666667,"W","2",9,0.87,214.1,-31.4,28.87268
"$GPGGA","2015-08-04 08:36:04",33.950735,"N",-83.3742483333334,"W","2",9,0.87,213.8,-31.4,29.31716
"$GPGGA","2015-08-04 08:36:05",33.9506583333333,"N",-83.374275,"W","2",9,0.87,213.8,-31.4,30.63208
"$GPGGA","2015-08-04 08:36:06",33.9505816666667,"N",-83.3743083333333,"W","2",9,0.87,213.6,-31.4,32.05812
"$GPGGA","2015-08-04 08:36:07",33.9505066666667,"N",-83.3743466666667,"W","2",9,0.87,213.5,-31.4,32.37296
"$GPGGA","2015-08-04 08:36:08",33.9504283333333,"N",-83.37438,"W","2",9,0.87,213,-31.4,32.48408
"$GPGGA","2015-08-04 08:36:09",33.95035,"N",-83.3744166666667,"W","2",9,0.87,212.5,-31.4,32.5026
"$GPGGA","2015-08-04 08:36:10",33.9502733333333,"N",-83.374455,"W","2",9,0.87,212.2,-31.4,32.5952
"$GPGGA","2015-08-04 08:36:11",33.9502,"N",-83.3744966666667,"W","2",9,0.87,212.3,-31.4,32.55816
"$GPGGA","2015-08-04 08:36:12",33.9501266666667,"N",-83.3745383333333,"W","2",9,0.87,212.5,-31.4,32.07664
"$GPGGA","2015-08-04 08:36:13",33.9500533333333,"N",-83.3745783333333,"W","2",9,0.87,212.2,-31.4,31.59512
"$GPGGA","2015-08-04 08:36:14",33.9499766666667,"N",-83.37462,"W","2",9,0.87,211.6,-31.4,32.74336
"$GPGGA","2015-08-04 08:36:15",33.9498966666667,"N",-83.37466,"W","2",9,0.87,211.1,-31.4,34.262
"$GPGGA","2015-08-04 08:36:16",33.949815,"N",-83.374705,"W","2",9,0.87,210.9,-31.4,35.31764
"$GPGGA","2015-08-04 08:36:17",33.94973,"N",-83.37475,"W","2",9,0.87,210.5,-31.4,35.29912
"$GPGGA","2015-08-04 08:36:18",33.9496483333333,"N",-83.3748,"W","2",9,0.87,210.6,-31.4,35.96584
"$GPGGA","2015-08-04 08:36:19",33.94957,"N",-83.3748583333333,"W","2",9,0.87,210.8,-31.4,36.03992
"$GPGGA","2015-08-04 08:36:20",33.9494983333333,"N",-83.3749233333333,"W","2",9,0.87,211.1,-31.4,36.03992
"$GPGGA","2015-08-04 08:36:21",33.9494366666667,"N",-83.375,"W","2",9,0.87,211.5,-31.4,35.53988
"$GPGGA","2015-08-04 08:36:22",33.949385,"N",-83.3750766666667,"W","2",8,1.02,211.8,-31.4,34.78056
"$GPGGA","2015-08-04 08:36:23",33.94934,"N",-83.3751533333333,"W","2",9,0.87,212.1,-31.4,32.70632
"$GPGGA","2015-08-04 08:36:24",33.9493016666667,"N",-83.3752316666667,"W","2",9,0.87,212.5,-31.4,30.42836
"$GPGGA","2015-08-04 08:36:25",33.949265,"N",-83.375305,"W","2",9,0.87,212.8,-31.4,29.09492
"$GPGGA","2015-08-04 08:36:26",33.9492366666667,"N",-83.3753733333333,"W","2",9,0.87,213.3,-31.4,27.20588
"$GPGGA","2015-08-04 08:36:27",33.9492183333333,"N",-83.3754433333333,"W","2",9,0.87,213.8,-31.4,23.96488
"$GPGGA","2015-08-04 08:36:28",33.9492,"N",-83.3755083333333,"W","2",9,0.87,214.4,-31.4,23.92784
"$GPGGA","2015-08-04 08:36:29",33.949195,"N",-83.3755783333333,"W","2",9,0.87,214.9,-31.4,21.92768
"$GPGGA","2015-08-04 08:36:30",33.9491833333333,"N",-83.3756266666667,"W","2",8,1.02,215.4,-31.4,18.81632
"$GPGGA","2015-08-04 08:36:31",33.94916,"N",-83.375655,"W","2",9,0.87,216,-31.4,15.33456
"$GPGGA","2015-08-04 08:36:32",33.9491266666667,"N",-83.37566,"W","2",9,0.87,216.5,-31.4,12.81584
"$GPGGA","2015-08-04 08:36:33",33.9490916666667,"N",-83.37564,"W","2",9,0.87,217,-31.4,12.16764
"$GPGGA","2015-08-04 08:36:34",33.9490566666667,"N",-83.3756116666667,"W","2",9,0.87,217.3,-31.4,15.81608
"$GPGGA","2015-08-04 08:36:35",33.9490283333333,"N",-83.3755816666667,"W","2",8,0.96,217.4,-31.4,16.3902
"$GPGGA","2015-08-04 08:36:36",33.9490116666667,"N",-83.3755483333333,"W","2",9,0.87,217.5,-31.4,15.42716
"$GPGGA","2015-08-04 08:36:37",33.9489916666667,"N",-83.375515,"W","2",9,0.87,217.7,-31.4,14.27892
"$GPGGA","2015-08-04 08:36:38",33.94897,"N",-83.37548,"W","2",9,0.87,217.7,-31.4,14.39004
"$GPGGA","2015-08-04 08:36:39",33.9489533333333,"N",-83.3754466666667,"W","2",9,0.87,217.8,-31.4,14.7234
"$GPGGA","2015-08-04 08:36:40",33.9489316666667,"N",-83.3754116666667,"W","2",9,0.87,217.9,-31.4,13.66776
"$GPGGA","2015-08-04 08:36:41",33.9489183333333,"N",-83.375375,"W","2",9,0.87,217.8,-31.4,13.81592
"$GPGGA","2015-08-04 08:36:42",33.9489066666667,"N",-83.3753366666667,"W","2",9,0.87,217.8,-31.4,13.81592
"$GPGGA","2015-08-04 08:36:43",33.9488916666667,"N",-83.3753016666667,"W","2",9,0.87,217.8,-31.4,13.1492
"$GPGGA","2015-08-04 08:36:44",33.9489216666667,"N",-83.3752533333333,"W","2",9,0.87,218.6,-31.4,12.85288
"$GPGGA","2015-08-04 08:36:45",33.9489233333333,"N",-83.3752066666667,"W","2",9,0.87,218.9,-31.4,14.1678
"$GPGGA","2015-08-04 08:36:46",33.9489116666667,"N",-83.375165,"W","2",9,0.87,219.1,-31.4,14.96416
"$GPGGA","2015-08-04 08:36:47",33.948895,"N",-83.37513,"W","2",9,0.87,219.3,-31.4,13.89
"$GPGGA","2015-08-04 08:36:48",33.9488783333333,"N",-83.3750883333333,"W","2",9,0.87,219.4,-31.4,13.27884
