time, lat, lon, speed, angle, alt, satellites, pm_raw, pm_filt, voc
2015-8-6 13:4:20, 33.9671, -83.4037, 0.27, 199.56, 242.20, 7, 0.0000, 0.4784, 449.66
2015-8-6 13:4:23, 33.9671, -83.4037, 0.28, 227.68, 242.20, 7, 0.0742, 0.4380, 444.77
2015-8-6 13:4:26, 33.9670, -83.4037, 0.61, 179.88, 242.20, 7, 0.0000, 0.3942, 444.77
2015-8-6 13:4:29, 33.9671, -83.4037, 0.10, 114.01, 242.20, 7, 0.1041, 0.3652, 439.88
2015-8-6 13:4:31, 33.9671, -83.4037, 0.19, 134.53, 242.20, 7, 0.1554, 0.3442, 444.77
2015-8-6 13:4:34, 33.9671, -83.4037, 0.13, 208.26, 242.20, 7, 0.0000, 0.3098, 444.77
2015-8-6 13:4:37, 33.9671, -83.4037, 0.32, 181.89, 242.20, 7, 0.0000, 0.2788, 439.88
2015-8-6 13:4:40, 33.9671, -83.4037, 0.55, 132.87, 242.00, 7, 0.1447, 0.2654, 439.88
2015-8-6 13:4:44, 33.9671, -83.4037, 0.15, 52.45, 242.00, 7, 0.0278, 0.2416, 435.00
2015-8-6 13:4:47, 33.9671, -83.4037, 0.12, 221.51, 242.00, 7, 0.0739, 0.2249, 430.11
2015-8-6 13:4:50, 33.9671, -83.4037, 0.13, 262.43, 242.00, 7, 0.0000, 0.2024, 425.22
2015-8-6 13:4:53, 33.9671, -83.4037, 0.23, 205.12, 242.00, 7, 0.0000, 0.1821, 420.33
2015-8-6 13:4:56, 33.9670, -83.4037, 0.33, 176.06, 242.00, 7, 0.0700, 0.1709, 415.44
2015-8-6 13:4:59, 33.9670, -83.4037, 0.19, 140.02, 242.00, 7, 0.0260, 0.1564, 415.44
2015-8-6 13:5:1, 33.9670, -83.4037, 1.70, 155.21, 242.00, 7, 0.3782, 0.1786, 410.56
2015-8-6 13:5:4, 33.9670, -83.4037, 2.17, 215.36, 242.00, 7, 0.2632, 0.1871, 405.67
2015-8-6 13:5:7, 33.9669, -83.4037, 6.57, 162.24, 242.00, 7, 0.7482, 0.2432, 400.78
2015-8-6 13:5:10, 33.9668, -83.4037, 7.88, 121.04, 242.00, 7, 0.2129, 0.2402, 400.78
2015-8-6 13:5:13, 33.9668, -83.4036, 5.60, 144.67, 242.00, 7, 0.2408, 0.2402, 400.78
2015-8-6 13:5:16, 33.9667, -83.4035, 5.57, 134.55, 242.00, 7, 0.1535, 0.2316, 395.89
2015-8-6 13:5:19, 33.9667, -83.4035, 3.72, 112.25, 242.00, 7, 0.0000, 0.2084, 395.89
2015-8-6 13:5:22, 33.9667, -83.4034, 6.56, 77.12, 242.00, 7, 0.2190, 0.2095, 386.12
2015-8-6 13:5:25, 33.9667, -83.4033, 7.17, 33.10, 242.00, 7, 0.0000, 0.1885, 391.01
2015-8-6 13:5:28, 33.9668, -83.4032, 7.60, 47.52, 242.00, 7, 0.3167, 0.2013, 386.12
2015-8-6 13:5:30, 33.9669, -83.4032, 6.81, 31.35, 242.00, 7, 0.8117, 0.2624, 381.23
2015-8-6 13:5:32, 33.9669, -83.4031, 7.57, 26.72, 242.00, 7, 0.5482, 0.2910, 381.23
2015-8-6 13:5:35, 33.9670, -83.4030, 8.30, 46.34, 242.00, 7, 0.6817, 0.3300, 381.23
2015-8-6 13:5:38, 33.9671, -83.4030, 8.11, 32.79, 242.40, 7, 0.1327, 0.3103, 381.23
2015-8-6 13:5:41, 33.9672, -83.4029, 9.37, 42.22, 242.40, 7, 0.0000, 0.2793, 376.34
2015-8-6 13:5:44, 33.9673, -83.4028, 9.37, 37.13, 242.40, 7, 0.3346, 0.2848, 376.34
2015-8-6 13:5:47, 33.9675, -83.4027, 9.20, 45.39, 242.40, 7, 0.0000, 0.2563, 376.34
2015-8-6 13:5:50, 33.9676, -83.4026, 9.02, 40.96, 242.40, 7, 0.1243, 0.2431, 376.34
2015-8-6 13:5:53, 33.9676, -83.4025, 5.65, 27.16, 242.40, 7, 0.0000, 0.2188, 371.46
2015-8-6 13:5:56, 33.9676, -83.4024, 6.72, 121.82, 242.40, 7, 0.3403, 0.2310, 366.57
2015-8-6 13:5:59, 33.9676, -83.4022, 9.75, 131.34, 242.40, 7, 0.0878, 0.2166, 361.68
2015-8-6 13:6:3, 33.9674, -83.4021, 12.00, 129.59, 242.40, 7, 0.3783, 0.2328, 356.79
2015-8-6 13:6:6, 33.9673, -83.4019, 13.00, 130.32, 242.40, 7, 0.0000, 0.2095, 356.79
2015-8-6 13:6:8, 33.9672, -83.4018, 12.93, 128.07, 242.40, 7, 0.0000, 0.1886, 356.79
2015-8-6 13:6:12, 33.9671, -83.4016, 13.06, 130.17, 246.70, 7, 0.0057, 0.1703, 351.91
2015-8-6 13:6:15, 33.9669, -83.4014, 13.50, 128.43, 246.70, 7, 0.0000, 0.1533, 347.02
2015-8-6 13:6:18, 33.9668, -83.4012, 14.66, 118.59, 246.70, 7, 0.0000, 0.1379, 347.02
2015-8-6 13:6:20, 33.9668, -83.4010, 15.50, 100.69, 245.20, 7, 0.1099, 0.1351, 347.02
2015-8-6 13:6:23, 33.9667, -83.4008, 16.08, 94.17, 245.20, 7, 0.4230, 0.1639, 342.13
2015-8-6 13:6:27, 33.9667, -83.4003, 20.91, 96.99, 245.20, 7, 0.1341, 0.1609, 342.13
2015-8-6 13:6:30, 33.9667, -83.4000, 23.54, 98.78, 243.10, 7, 0.3105, 0.1759, 307.92
2015-8-6 13:6:33, 33.9666, -83.3995, 23.43, 99.29, 243.10, 7, 0.0739, 0.1657, 312.81
2015-8-6 13:6:36, 33.9666, -83.3991, 25.19, 96.30, 243.10, 7, 0.0905, 0.1582, 332.36
2015-8-6 13:6:38, 33.9666, -83.3988, 25.50, 97.03, 243.10, 7, 0.1062, 0.1530, 337.24
2015-8-6 13:6:41, 33.9665, -83.3984, 26.66, 97.31, 243.10, 7, 0.0919, 0.1469, 332.36
2015-8-6 13:6:44, 33.9665, -83.3980, 25.45, 97.75, 243.10, 7, 0.0000, 0.1322, 332.36
2015-8-6 13:6:47, 33.9664, -83.3975, 23.48, 92.43, 243.10, 7, 0.0000, 0.1190, 337.24
2015-8-6 13:6:50, 33.9664, -83.3972, 20.94, 98.44, 222.20, 7, 0.2858, 0.1357, 342.13
2015-8-6 13:6:52, 33.9664, -83.3970, 18.25, 100.32, 222.20, 7, 0.0000, 0.1221, 342.13
2015-8-6 13:6:55, 33.9663, -83.3967, 16.93, 104.24, 220.50, 7, 0.0004, 0.1099, 351.91
2015-8-6 13:6:58, 33.9663, -83.3964, 16.32, 91.67, 220.50, 7, 0.0953, 0.1085, 361.68
2015-8-6 13:7:0, 33.9663, -83.3963, 15.18, 89.61, 220.50, 7, 0.1182, 0.1094, 361.68
2015-8-6 13:7:3, 33.9662, -83.3960, 11.98, 103.38, 220.50, 7, 0.0000, 0.0985, 366.57
2015-8-6 13:7:6, 33.9662, -83.3959, 10.31, 98.35, 220.50, 7, 0.0445, 0.0931, 366.57
2015-8-6 13:7:9, 33.9662, -83.3957, 10.60, 115.37, 220.50, 7, 0.0630, 0.0901, 371.46
2015-8-6 13:7:12, 33.9662, -83.3955, 9.67, 103.84, 220.50, 7, 0.0817, 0.0892, 366.57
2015-8-6 13:7:14, 33.9662, -83.3954, 8.33, 96.42, 220.50, 7, 0.1868, 0.0990, 356.79
2015-8-6 13:7:17, 33.9662, -83.3953, 8.11, 96.71, 220.50, 7, 0.2993, 0.1190, 361.68
2015-8-6 13:7:20, 33.9661, -83.3952, 9.50, 101.21, 220.50, 7, 0.0000, 0.1071, 356.79
2015-8-6 13:7:23, 33.9661, -83.3950, 9.82, 104.50, 220.50, 7, 0.0000, 0.0964, 361.68
2015-8-6 13:7:25, 33.9661, -83.3949, 10.49, 98.18, 220.50, 7, 0.3723, 0.1240, 351.91
2015-8-6 13:7:28, 33.9661, -83.3946, 13.05, 102.94, 220.50, 7, 0.3404, 0.1456, 337.24
2015-8-6 13:7:31, 33.9660, -83.3944, 14.04, 97.86, 220.50, 7, 0.2058, 0.1517, 337.24
2015-8-6 13:7:33, 33.9660, -83.3942, 13.24, 102.17, 220.50, 7, 0.0692, 0.1434, 347.02
2015-8-6 13:7:36, 33.9660, -83.3940, 14.59, 103.41, 220.50, 7, 0.0316, 0.1322, 332.36
2015-8-6 13:7:39, 33.9659, -83.3937, 16.53, 99.01, 220.50, 7, 0.2341, 0.1424, 342.13
2015-8-6 13:7:42, 33.9659, -83.3934, 17.29, 101.45, 195.60, 7, 0.3229, 0.1605, 356.79
2015-8-6 13:7:45, 33.9659, -83.3932, 16.25, 98.35, 195.60, 7, 0.0878, 0.1532, 356.79
2015-8-6 13:7:47, 33.9659, -83.3930, 15.68, 100.24, 194.20, 7, 0.3785, 0.1757, 356.79
2015-8-6 13:7:50, 33.9658, -83.3927, 17.63, 99.94, 191.60, 7, 0.1588, 0.1740, 351.91
2015-8-6 13:7:52, 33.9658, -83.3925, 18.59, 99.55, 191.60, 7, 0.1822, 0.1749, 337.24
2015-8-6 13:7:56, 33.9657, -83.3921, 18.83, 102.62, 191.60, 7, 0.3763, 0.1950, 337.24
2015-8-6 13:7:59, 33.9657, -83.3917, 19.15, 97.51, 191.60, 7, 0.0000, 0.1755, 327.47
2015-8-6 13:8:1, 33.9657, -83.3915, 19.09, 101.36, 191.60, 7, 0.0762, 0.1656, 337.24
2015-8-6 13:8:4, 33.9657, -83.3912, 18.53, 101.19, 191.60, 7, 0.1771, 0.1667, 342.13
2015-8-6 13:8:7, 33.9656, -83.3909, 18.71, 98.68, 191.60, 7, 0.1948, 0.1695, 347.02
2015-8-6 13:8:10, 33.9656, -83.3906, 17.66, 100.48, 191.60, 7, 0.0000, 0.1526, 351.91
2015-8-6 13:8:12, 33.9656, -83.3904, 14.19, 99.26, 191.60, 7, 0.2082, 0.1581, 356.79
2015-8-6 13:8:15, 33.9656, -83.3902, 13.35, 93.84, 191.60, 7, 0.1347, 0.1558, 356.79
2015-8-6 13:8:17, 33.9656, -83.3900, 13.49, 93.59, 191.60, 7, 0.1347, 0.1537, 361.68
2015-8-6 13:8:20, 33.9655, -83.3898, 12.67, 98.44, 191.60, 7, 0.0048, 0.1388, 361.68
2015-8-6 13:8:22, 33.9655, -83.3897, 12.11, 102.62, 191.60, 7, 0.1987, 0.1448, 361.68
2015-8-6 13:8:25, 33.9655, -83.3895, 11.02, 104.71, 191.60, 7, 0.0999, 0.1403, 361.68
2015-8-6 13:8:28, 33.9655, -83.3893, 10.54, 106.97, 162.50, 7, 0.1137, 0.1376, 347.02
2015-8-6 13:8:30, 33.9654, -83.3892, 10.40, 98.77, 162.50, 7, 0.3004, 0.1539, 342.13
2015-8-6 13:8:32, 33.9654, -83.3890, 10.71, 94.59, 162.50, 7, 0.1766, 0.1562, 337.24
2015-8-6 13:8:35, 33.9654, -83.3889, 12.62, 101.83, 157.70, 7, 0.2586, 0.1664, 342.13
2015-8-6 13:8:39, 33.9654, -83.3886, 11.57, 96.92, 157.70, 7, 0.0744, 0.1572, 342.13
2015-8-6 13:8:41, 33.9654, -83.3884, 11.93, 97.16, 157.70, 7, 0.1334, 0.1548, 347.02
2015-8-6 13:8:44, 33.9654, -83.3882, 11.34, 99.03, 157.70, 7, 0.0000, 0.1394, 347.02
2015-8-6 13:8:47, 33.9653, -83.3880, 12.90, 100.93, 157.70, 7, 0.0561, 0.1310, 351.91
2015-8-6 13:8:50, 33.9653, -83.3878, 12.79, 106.40, 157.70, 7, 0.0000, 0.1179, 347.02
2015-8-6 13:8:53, 33.9653, -83.3875, 12.08, 96.25, 157.70, 7, 0.0000, 0.1061, 347.02
2015-8-6 13:8:56, 33.9653, -83.3873, 12.16, 96.32, 157.70, 7, 0.2562, 0.1211, 342.13
2015-8-6 13:8:58, 33.9653, -83.3872, 10.43, 94.09, 157.70, 7, 0.0591, 0.1149, 342.13
2015-8-6 13:9:1, 33.9652, -83.3870, 12.19, 96.78, 157.70, 7, 0.1353, 0.1170, 342.13
2015-8-6 13:9:3, 33.9652, -83.3869, 11.25, 93.62, 157.70, 7, 0.1267, 0.1179, 342.13
2015-8-6 13:9:6, 33.9652, -83.3867, 11.05, 102.36, 157.70, 7, 0.0699, 0.1131, 337.24
2015-8-6 13:9:8, 33.9652, -83.3866, 11.99, 103.85, 145.70, 7, 0.2334, 0.1252, 337.24
2015-8-6 13:9:11, 33.9652, -83.3864, 11.70, 97.70, 145.70, 7, 0.0583, 0.1185, 332.36
2015-8-6 13:9:14, 33.9651, -83.3862, 12.27, 100.72, 145.70, 7, 0.0720, 0.1138, 332.36
2015-8-6 13:9:16, 33.9651, -83.3860, 12.06, 98.73, 145.70, 7, 0.1169, 0.1141, 332.36
2015-8-6 13:9:20, 33.9651, -83.3857, 10.14, 93.23, 145.70, 7, 0.2068, 0.1234, 327.47
2015-8-6 13:9:22, 33.9651, -83.3856, 7.26, 85.77, 145.70, 7, 0.0000, 0.1111, 322.58
2015-8-6 13:9:25, 33.9651, -83.3855, 5.50, 113.22, 145.70, 7, 0.0404, 0.1040, 322.58
2015-8-6 13:9:28, 33.9651, -83.3855, 2.33, 116.06, 145.70, 7, 0.0549, 0.0991, 322.58
2015-8-6 13:9:31, 33.9650, -83.3855, 2.63, 126.44, 145.70, 7, 0.0000, 0.0892, 322.58
2015-8-6 13:9:34, 33.9650, -83.3854, 0.15, 125.88, 145.70, 7, 0.0000, 0.0803, 327.47
2015-8-6 13:9:37, 33.9650, -83.3854, 0.28, 125.88, 145.70, 7, 0.0320, 0.0754, 327.47
2015-8-6 13:9:40, 33.9650, -83.3854, 0.23, 125.88, 145.70, 7, 0.2808, 0.0960, 322.58
2015-8-6 13:9:43, 33.9649, -83.3853, 9.89, 153.26, 145.70, 7, 0.2167, 0.1081, 312.81
2015-8-6 13:9:47, 33.9647, -83.3852, 16.00, 162.50, 145.70, 7, 0.1901, 0.1163, 303.03
2015-8-6 13:9:50, 33.9644, -83.3852, 18.75, 163.38, 145.70, 7, 0.1909, 0.1237, 303.03
2015-8-6 13:9:53, 33.9642, -83.3851, 19.38, 160.72, 145.70, 7, 0.0300, 0.1144, 307.92
2015-8-6 13:9:56, 33.9639, -83.3850, 21.28, 160.21, 147.50, 7, 0.0003, 0.1030, 307.92
2015-8-6 13:9:59, 33.9636, -83.3849, 19.78, 163.61, 147.50, 7, 0.0709, 0.0997, 312.81
2015-8-6 13:10:1, 33.9634, -83.3848, 21.09, 168.77, 147.50, 7, 0.0440, 0.0942, 312.81
2015-8-6 13:10:4, 33.9631, -83.3847, 19.85, 162.26, 147.50, 7, 0.0000, 0.0848, 312.81
2015-8-6 13:10:7, 33.9629, -83.3846, 20.34, 161.07, 147.50, 7, 0.0424, 0.0805, 312.81
2015-8-6 13:10:9, 33.9627, -83.3846, 20.17, 163.57, 147.50, 7, 0.0938, 0.0818, 312.81
2015-8-6 13:10:12, 33.9624, -83.3845, 19.47, 163.12, 147.50, 7, 0.0742, 0.0811, 303.03
2015-8-6 13:10:15, 33.9622, -83.3844, 18.40, 165.71, 147.50, 7, 0.0149, 0.0745, 307.92
2015-8-6 13:10:17, 33.9620, -83.3844, 19.08, 166.89, 147.50, 7, 0.0274, 0.0698, 307.92
2015-8-6 13:10:20, 33.9617, -83.3843, 18.19, 172.68, 147.50, 7, 0.0644, 0.0692, 312.81
2015-8-6 13:10:23, 33.9615, -83.3843, 16.67, 169.16, 147.50, 7, 0.0287, 0.0652, 322.58
2015-8-6 13:10:26, 33.9613, -83.3843, 15.66, 163.31, 183.80, 7, 0.0174, 0.0604, 322.58
2015-8-6 13:10:29, 33.9611, -83.3843, 13.16, 170.29, 183.80, 7, 0.0657, 0.0609, 322.58
2015-8-6 13:10:32, 33.9610, -83.3842, 11.22, 166.96, 183.80, 7, 0.0358, 0.0584, 317.69
2015-8-6 13:10:35, 33.9608, -83.3842, 9.80, 173.91, 183.80, 7, 0.0000, 0.0526, 322.58
2015-8-6 13:10:38, 33.9607, -83.3842, 5.87, 191.94, 209.90, 7, 0.0003, 0.0473, 332.36
2015-8-6 13:10:41, 33.9607, -83.3843, 0.09, 191.94, 209.90, 7, 0.0000, 0.0426, 332.36
2015-8-6 13:10:44, 33.9607, -83.3843, 0.08, 191.94, 209.90, 7, 0.0184, 0.0402, 332.36
2015-8-6 13:10:47, 33.9607, -83.3843, 0.26, 191.94, 209.90, 7, 0.0501, 0.0412, 327.47
2015-8-6 13:10:50, 33.9606, -83.3842, 5.63, 167.13, 209.90, 7, 0.0639, 0.0434, 332.36
2015-8-6 13:10:53, 33.9605, -83.3842, 10.39, 146.21, 209.90, 7, 0.1515, 0.0543, 356.79
2015-8-6 13:10:56, 33.9604, -83.3840, 14.07, 116.05, 209.90, 7, 0.0731, 0.0561, 483.87
2015-8-6 13:10:59, 33.9604, -83.3838, 16.46, 99.51, 209.90, 7, 0.0000, 0.0505, 478.98
2015-8-6 13:11:1, 33.9604, -83.3836, 17.35, 97.68, 218.80, 7, 0.1669, 0.0622, 474.10
2015-8-6 13:11:4, 33.9603, -83.3833, 16.10, 104.56, 218.80, 7, 0.0585, 0.0618, 469.21
2015-8-6 13:11:7, 33.9603, -83.3830, 16.29, 107.42, 218.80, 7, 0.0374, 0.0594, 444.77
2015-8-6 13:11:10, 33.9602, -83.3828, 11.65, 102.91, 218.80, 7, 0.0408, 0.0575, 444.77
2015-8-6 13:11:12, 33.9602, -83.3827, 9.44, 107.46, 218.80, 7, 0.0804, 0.0598, 444.77
2015-8-6 13:11:15, 33.9602, -83.3826, 7.94, 97.73, 221.30, 7, 0.0960, 0.0634, 435.00
2015-8-6 13:11:18, 33.9602, -83.3823, 15.65, 101.49, 221.30, 7, 0.0268, 0.0597, 425.22
2015-8-6 13:11:20, 33.9601, -83.3822, 17.52, 96.87, 221.30, 7, 0.1361, 0.0674, 410.56
2015-8-6 13:11:22, 33.9601, -83.3820, 19.44, 98.91, 221.30, 7, 0.0878, 0.0694, 405.67
2015-8-6 13:11:25, 33.9601, -83.3816, 18.44, 96.12, 221.30, 7, 0.0398, 0.0665, 405.67
2015-8-6 13:11:28, 33.9600, -83.3814, 16.97, 97.76, 221.30, 7, 0.0508, 0.0649, 405.67
2015-8-6 13:11:31, 33.9600, -83.3811, 15.29, 112.11, 221.30, 7, 0.0713, 0.0655, 410.56
2015-8-6 13:11:33, 33.9599, -83.3809, 15.16, 142.77, 221.30, 7, 0.0888, 0.0679, 410.56
2015-8-6 13:11:36, 33.9597, -83.3809, 15.88, 156.82, 219.50, 7, 0.0674, 0.0678, 400.78
2015-8-6 13:11:38, 33.9596, -83.3808, 14.59, 156.98, 219.50, 7, 0.0586, 0.0669, 405.67
2015-8-6 13:11:41, 33.9594, -83.3807, 14.71, 160.46, 219.50, 7, 0.0000, 0.0602, 405.67
2015-8-6 13:11:44, 33.9593, -83.3807, 2.44, 181.64, 221.70, 7, 0.0000, 0.0542, 405.67
2015-8-6 13:11:47, 33.9593, -83.3807, 0.01, 181.64, 221.70, 7, 0.0156, 0.0503, 400.78
2015-8-6 13:11:50, 33.9593, -83.3807, 0.00, 181.64, 221.70, 7, 0.0000, 0.0453, 395.89
2015-8-6 13:11:53, 33.9593, -83.3807, 0.00, 181.64, 221.70, 7, 0.0000, 0.0408, 386.12
2015-8-6 13:11:55, 33.9593, -83.3807, 0.06, 181.64, 221.70, 7, 0.0000, 0.0367, 381.23
2015-8-6 13:11:58, 33.9593, -83.3807, 0.01, 181.64, 221.70, 7, 0.0000, 0.0330, 371.46
2015-8-6 13:12:1, 33.9593, -83.3807, 0.04, 181.64, 221.70, 7, 0.0334, 0.0331, 366.57
2015-8-6 13:12:4, 33.9593, -83.3807, 1.83, 181.64, 221.70, 7, 0.0063, 0.0304, 361.68
2015-8-6 13:12:7, 33.9593, -83.3807, 2.44, 181.64, 221.70, 7, 0.0940, 0.0367, 342.13
2015-8-6 13:12:10, 33.9592, -83.3806, 10.91, 131.62, 225.00, 7, 0.1098, 0.0440, 327.47
2015-8-6 13:12:13, 33.9592, -83.3804, 12.30, 87.52, 225.00, 7, 0.0155, 0.0412, 327.47
2015-8-6 13:12:15, 33.9592, -83.3803, 12.85, 76.95, 225.00, 7, 0.1089, 0.0480, 332.36
2015-8-6 13:12:19, 33.9593, -83.3800, 12.75, 78.97, 225.00, 7, 0.1763, 0.0608, 337.24
2015-8-6 13:12:21, 33.9593, -83.3798, 12.71, 82.74, 225.00, 7, 0.0737, 0.0621, 342.13
2015-8-6 13:12:24, 33.9594, -83.3796, 11.68, 68.27, 227.40, 7, 0.1580, 0.0717, 342.13
2015-8-6 13:12:26, 33.9594, -83.3795, 11.32, 77.01, 227.40, 7, 0.0524, 0.0697, 342.13
2015-8-6 13:12:29, 33.9594, -83.3793, 9.00, 74.89, 227.40, 7, 0.0636, 0.0691, 337.24
2015-8-6 13:12:31, 33.9594, -83.3793, 6.70, 77.97, 227.40, 7, 0.0516, 0.0674, 337.24
2015-8-6 13:12:34, 33.9595, -83.3792, 5.55, 65.39, 227.40, 7, 0.1131, 0.0720, 327.47
2015-8-6 13:12:38, 33.9595, -83.3790, 9.30, 78.80, 227.40, 7, 0.1235, 0.0771, 307.92
2015-8-6 13:12:40, 33.9595, -83.3789, 10.37, 76.66, 227.40, 7, 0.1804, 0.0874, 307.92
2015-8-6 13:12:43, 33.9596, -83.3787, 11.08, 77.52, 227.40, 7, 0.1673, 0.0954, 293.26
2015-8-6 13:12:46, 33.9596, -83.3786, 9.74, 71.98, 227.40, 7, 0.1145, 0.0973, 298.14
2015-8-6 13:12:48, 33.9596, -83.3785, 10.19, 76.88, 227.40, 7, 0.2108, 0.1087, 307.92
2015-8-6 13:12:51, 33.9597, -83.3783, 10.29, 74.64, 234.80, 7, 0.0970, 0.1075, 312.81
2015-8-6 13:12:54, 33.9597, -83.3781, 10.99, 76.77, 236.00, 7, 0.0387, 0.1006, 322.58
2015-8-6 13:12:57, 33.9597, -83.3779, 10.93, 74.58, 238.10, 7, 0.1087, 0.1014, 327.47
2015-8-6 13:12:59, 33.9598, -83.3778, 10.25, 79.38, 238.10, 7, 0.1125, 0.1025, 327.47
2015-8-6 13:13:2, 33.9598, -83.3777, 9.15, 74.72, 238.10, 7, 0.1248, 0.1048, 322.58
2015-8-6 13:13:4, 33.9598, -83.3776, 10.04, 69.38, 238.10, 7, 0.1384, 0.1081, 317.69
2015-8-6 13:13:8, 33.9599, -83.3773, 10.85, 71.69, 238.10, 7, 0.0517, 0.1025, 317.69
2015-8-6 13:13:10, 33.9599, -83.3772, 10.74, 69.71, 243.50, 7, 0.1671, 0.1090, 317.69
2015-8-6 13:13:13, 33.9600, -83.3771, 10.67, 67.84, 243.50, 7, 0.0607, 0.1041, 317.69
2015-8-6 13:13:15, 33.9600, -83.3769, 10.76, 74.54, 243.50, 7, 0.0779, 0.1015, 317.69
2015-8-6 13:13:18, 33.9601, -83.3768, 10.35, 73.23, 243.50, 7, 0.0484, 0.0962, 317.69
2015-8-6 13:13:20, 33.9601, -83.3767, 9.74, 74.95, 243.50, 7, 0.0256, 0.0891, 317.69
2015-8-6 13:13:24, 33.9601, -83.3765, 8.75, 68.97, 243.50, 7, 0.1338, 0.0936, 312.81
2015-8-6 13:13:26, 33.9602, -83.3764, 7.00, 81.77, 243.50, 7, 0.0426, 0.0885, 312.81
2015-8-6 13:13:29, 33.9602, -83.3763, 0.16, 110.76, 243.50, 7, 0.0884, 0.0885, 307.92
2015-8-6 13:13:32, 33.9601, -83.3762, 4.99, 113.71, 243.50, 7, 0.0642, 0.0861, 298.14
2015-8-6 13:13:35, 33.9600, -83.3762, 7.77, 144.73, 251.30, 7, 0.0843, 0.0859, 283.48
2015-8-6 13:13:37, 33.9600, -83.3761, 8.05, 163.41, 251.30, 7, 0.0000, 0.0773, 254.15
2015-8-6 13:13:41, 33.9598, -83.3761, 8.21, 159.26, 251.30, 7, 0.0537, 0.0749, 254.15
2015-8-6 13:13:43, 33.9597, -83.3761, 6.58, 173.30, 251.30, 7, 0.0852, 0.0760, 259.04
2015-8-6 13:13:46, 33.9596, -83.3760, 3.93, 153.77, 251.30, 7, 0.1314, 0.0815, 278.59
2015-8-6 13:13:49, 33.9596, -83.3760, 1.83, 149.43, 251.30, 7, 0.0287, 0.0762, 293.26
2015-8-6 13:13:52, 33.9595, -83.3760, 2.93, 219.23, 251.30, 7, 0.0087, 0.0695, 307.92
2015-8-6 13:13:55, 33.9595, -83.3760, 2.62, 233.64, 251.30, 7, 0.0328, 0.0658, 307.92
2015-8-6 13:13:58, 33.9595, -83.3760, 0.03, 233.64, 251.30, 7, 0.0082, 0.0600, 307.92
2015-8-6 13:14:2, 33.9595, -83.3760, 0.03, 233.64, 245.10, 7, 0.0146, 0.0555, 307.92
2015-8-6 13:14:4, 33.9595, -83.3760, 0.03, 233.64, 245.10, 7, 0.0927, 0.0592, 307.92
2015-8-6 13:14:7, 33.9595, -83.3760, 2.10, 233.64, 245.90, 7, 0.0693, 0.0602, 293.26
2015-8-6 13:14:10, 33.9594, -83.3760, 9.80, 159.82, 245.70, 7, 0.0157, 0.0558, 312.81
2015-8-6 13:14:13, 33.9593, -83.3759, 11.65, 160.68, 245.70, 7, 0.0137, 0.0516, 288.37
2015-8-6 13:14:16, 33.9591, -83.3758, 13.61, 156.20, 245.70, 7, 0.0000, 0.0464, 263.93
2015-8-6 13:14:19, 33.9589, -83.3757, 15.38, 156.57, 245.70, 7, 0.0000, 0.0418, 234.60
