time, lat, lon, speed, angle, alt, satellites, pm_raw, pm_filt, voc
2015-8-11 21:57:26, 33.9492, -83.3755, 0.61, 170.98, 0.00, 0, 2.1198, 1.7469, 474.10
2015-8-11 21:57:28, 33.9492, -83.3754, 1.48, 169.32, 0.00, 0, 0.0000, 1.5722, 474.10
2015-8-11 21:57:31, 33.9492, -83.3755, 0.42, 192.26, 0.00, 0, 1.4757, 1.5625, 474.10
2015-8-11 21:57:34, 33.9491, -83.3755, 2.63, 282.15, 0.00, 0, 0.0000, 1.4063, 469.21
2015-8-11 21:57:36, 33.9493, -83.3755, 6.49, 54.34, 0.00, 0, 0.1944, 1.2851, 459.43
2015-8-11 21:57:39, 33.9494, -83.3755, 12.60, 56.23, 0.00, 0, 1.5621, 1.3128, 454.55
2015-8-11 21:57:42, 33.9495, -83.3752, 17.72, 61.15, 0.00, 0, 0.5035, 1.2319, 439.88
2015-8-11 21:57:44, 33.9497, -83.3750, 20.58, 50.00, 0.00, 0, 0.0000, 1.1087, 420.33
2015-8-11 21:57:47, 33.9498, -83.3748, 19.22, 41.63, 0.00, 0, 1.0012, 1.0979, 420.33
2015-8-11 21:57:50, 33.9501, -83.3746, 20.90, 24.16, 0.00, 0, 0.9410, 1.0822, 425.22
2015-8-11 21:57:52, 33.9502, -83.3745, 19.99, 24.03, 0.00, 0, 0.4573, 1.0197, 425.22
2015-8-11 21:57:55, 33.9505, -83.3744, 18.47, 25.69, 0.00, 0, 0.7238, 0.9901, 420.33
2015-8-11 21:57:56, 33.9506, -83.3743, 17.21, 26.12, 0.00, 0, 0.7858, 0.9697, 420.33
2015-8-11 21:58:0, 33.9509, -83.3742, 13.93, 12.02, 0.00, 0, 0.8689, 0.9596, 435.00
2015-8-11 21:58:3, 33.9510, -83.3741, 13.48, 10.39, 0.00, 0, 0.7164, 0.9353, 449.66
2015-8-11 21:58:6, 33.9512, -83.3741, 10.59, 8.42, 214.20, 9, 0.1104, 0.8528, 459.43
2015-8-11 21:58:8, 33.9512, -83.3741, 5.45, 348.47, 214.20, 9, 0.0000, 0.7675, 469.21
2015-8-11 21:58:11, 33.9513, -83.3741, 3.25, 345.50, 214.20, 9, 0.0000, 0.6908, 474.10
2015-8-11 21:58:15, 33.9513, -83.3741, 0.76, 345.50, 217.10, 9, 0.4949, 0.6712, 474.10
2015-8-11 21:58:16, 33.9513, -83.3741, 2.06, 345.50, 218.60, 8, 0.4149, 0.6456, 474.10
2015-8-11 21:58:20, 33.9514, -83.3741, 5.07, 344.08, 218.60, 8, 0.5781, 0.6388, 464.32
2015-8-11 21:58:23, 33.9515, -83.3741, 5.31, 345.83, 218.60, 8, 0.1923, 0.5942, 459.43
2015-8-11 21:58:24, 33.9515, -83.3742, 6.43, 341.39, 218.60, 8, 0.0078, 0.5355, 444.77
2015-8-11 21:58:28, 33.9517, -83.3742, 10.62, 353.82, 218.60, 8, 0.2075, 0.5027, 435.00
2015-8-11 21:58:31, 33.9519, -83.3743, 13.94, 344.95, 218.60, 8, 0.5308, 0.5055, 430.11
2015-8-11 21:58:32, 33.9521, -83.3744, 12.78, 345.56, 218.60, 8, 0.3802, 0.4930, 435.00
2015-8-11 21:58:36, 33.9523, -83.3744, 11.71, 341.07, 218.60, 8, 0.3753, 0.4812, 435.00
2015-8-11 21:58:39, 33.9524, -83.3745, 10.32, 342.45, 218.60, 8, 0.4073, 0.4738, 444.77
2015-8-11 21:58:43, 33.9526, -83.3745, 7.88, 356.70, 218.60, 8, 0.0000, 0.4265, 459.43
2015-8-11 21:58:44, 33.9526, -83.3745, 6.13, 2.59, 218.60, 8, 0.2037, 0.4042, 464.32
2015-8-11 21:58:47, 33.9527, -83.3745, 5.52, 4.52, 218.60, 8, 0.2616, 0.3899, 464.32
2015-8-11 21:58:51, 33.9529, -83.3745, 0.17, 338.36, 243.80, 9, 0.1011, 0.3610, 469.21
2015-8-11 21:58:52, 33.9529, -83.3745, 0.04, 338.36, 243.80, 9, 0.2795, 0.3529, 469.21
2015-8-11 21:58:56, 33.9529, -83.3745, 0.00, 338.36, 243.80, 9, 0.0308, 0.3207, 469.21
