time, lat, lon, speed, angle, alt, satellites, pm_raw, pm_filt, voc
2015-8-7 20:47:03, 33.9545, -83.3771, 0.23, 348.40, 0.00, 0, 0.0000, inf, 200.39
2015-8-7 20:47:04, 33.9546, -83.3772, 0.49, 323.18, 0.00, 0, 1.3150, inf, 205.28
2015-8-7 20:47:08, 33.9546, -83.3772, 3.28, 335.36, 0.00, 0, 0.5281, inf, 205.28
2015-8-7 20:47:11, 33.9547, -83.3773, 8.91, 305.52, 0.00, 0, 0.7161, inf, 205.28
2015-8-7 20:47:14, 33.9547, -83.3775, 9.63, 293.96, 0.00, 0, 1.0765, inf, 210.17
2015-8-7 20:47:16, 33.9547, -83.3776, 9.88, 280.18, 241.50, 6, 2.3599, inf, 215.05
2015-8-7 20:47:20, 33.9547, -83.3777, 7.40, 267.24, 241.50, 6, 0.4613, inf, 210.17
2015-8-7 20:47:23, 33.9547, -83.3777, 8.05, 331.88, 241.50, 6, 2.1423, inf, 205.28
2015-8-7 20:47:26, 33.9548, -83.3777, 8.79, 356.77, 241.50, 6, 0.6741, inf, 195.50
2015-8-7 20:47:28, 33.9549, -83.3776, 9.50, 356.29, 241.50, 6, 0.7702, inf, 190.62
2015-8-7 20:47:31, 33.9551, -83.3777, 10.84, 347.69, 241.30, 6, 1.0702, inf, 180.84
2015-8-7 20:47:32, 33.9552, -83.3777, 10.39, 349.51, 241.30, 6, 1.1510, inf, 190.62
2015-8-7 20:47:35, 33.9552, -83.3777, 9.32, 349.59, 241.30, 6, 1.1285, inf, 190.62
2015-8-7 20:47:39, 33.9554, -83.3777, 9.14, 350.89, 241.50, 6, 0.6659, inf, 200.39
2015-8-7 20:47:42, 33.9555, -83.3777, 9.21, 349.20, 241.50, 6, 0.8953, inf, 205.28
2015-8-7 20:47:44, 33.9557, -83.3778, 10.08, 351.81, 241.50, 6, 0.4935, inf, 210.17
2015-8-7 20:47:47, 33.9557, -83.3778, 9.44, 350.09, 241.50, 6, 0.5371, inf, 210.17
2015-8-7 20:47:50, 33.9559, -83.3778, 10.05, 351.97, 241.50, 6, 1.0119, inf, 210.17
2015-8-7 20:47:52, 33.9559, -83.3778, 10.38, 345.00, 241.50, 6, 1.0125, inf, 210.17
2015-8-7 20:47:54, 33.9560, -83.3778, 10.40, 347.55, 241.50, 6, 0.0000, inf, 219.94
2015-8-7 20:47:56, 33.9561, -83.3779, 7.76, 346.44, 241.50, 6, 0.4695, inf, 215.05
2015-8-7 20:48:00, 33.9562, -83.3779, 6.93, 334.34, 241.50, 6, 0.3316, inf, 205.28
2015-8-7 20:48:04, 33.9563, -83.3780, 7.58, 341.84, 241.00, 6, 0.6805, inf, 210.17
2015-8-7 20:48:08, 33.9565, -83.3781, 8.22, 350.41, 241.00, 6, 0.4774, inf, 210.17
2015-8-7 20:48:11, 33.9566, -83.3781, 8.22, 348.81, 241.00, 6, 0.1196, inf, 215.05
2015-8-7 20:48:14, 33.9567, -83.3781, 8.56, 347.12, 241.00, 6, 0.0725, inf, 215.05
2015-8-7 20:48:18, 33.9568, -83.3782, 7.63, 346.51, 241.00, 6, 0.1966, inf, 210.17
2015-8-7 20:48:20, 33.9569, -83.3782, 7.26, 349.98, 241.00, 6, 0.1726, inf, 215.05
2015-8-7 20:48:24, 33.9570, -83.3782, 0.13, 344.55, 241.00, 6, 0.0502, inf, 219.94
2015-8-7 20:48:26, 33.9570, -83.3782, 0.07, 344.55, 241.00, 6, 0.1727, inf, 219.94
2015-8-7 20:48:28, 33.9570, -83.3782, 0.00, 344.55, 241.00, 6, 0.2675, inf, 219.94
2015-8-7 20:48:32, 33.9569, -83.3783, 0.00, 344.55, 241.00, 6, 0.2630, inf, 219.94
2015-8-7 20:48:35, 33.9569, -83.3782, 0.08, 344.55, 241.00, 6, 0.0000, inf, 215.05
2015-8-7 20:48:38, 33.9569, -83.3782, 0.04, 344.55, 241.00, 6, 0.0000, inf, 215.05
2015-8-7 20:48:40, 33.9569, -83.3782, 1.39, 6.36, 241.00, 6, 0.0000, inf, 215.05
2015-8-7 20:48:44, 33.9570, -83.3782, 0.79, 3.41, 241.00, 6, 0.0000, inf, 210.17
2015-8-7 20:48:47, 33.9570, -83.3783, 1.45, 346.98, 241.00, 6, 0.0000, inf, 210.17
