time	X	lat	lon	speed	angle	alt	satellites	pm_raw	pm_filt	voc
2015-08-05	21:27:18	33.963	-83.3982	13.29	354.38	235.6	8	0	0.0197	122.19
2015-08-05	21:27:20	33.9632	-83.3982	13.1	350.95	235.6	8	0.0068	0.0184	131.96
2015-08-05	21:27:24	33.9634	-83.3983	15.33	350.66	235.6	8	0	0.0166	127.08
2015-08-05	21:27:26	33.9635	-83.3983	15.66	347.92	235.6	8	0.0267	0.0176	131.96
2015-08-05	21:27:28	33.9638	-83.3984	17.67	350.59	235.6	8	0	0.0158	131.96
2015-08-05	21:27:32	33.964	-83.3984	18.4	351.25	229.8	8	0.0128	0.0155	136.85
2015-08-05	21:27:34	33.9642	-83.3985	19.44	350.95	229.8	8	0.0326	0.0172	136.85
2015-08-05	21:27:36	33.9645	-83.3985	20.91	350.67	229.8	8	0.031	0.0186	131.96
2015-08-05	21:27:39	33.9647	-83.3986	20.45	352.63	229.8	8	0.0245	0.0192	131.96
2015-08-05	21:27:43	33.9651	-83.3986	20.12	2.86	229.8	8	0.0507	0.0223	127.08
2015-08-05	21:27:46	33.9654	-83.3986	21.1	7.96	229.8	8	0.021	0.0222	122.19
2015-08-05	21:27:48	33.9657	-83.3985	19.43	6.21	229.8	8	0.0291	0.0229	127.08
2015-08-05	21:27:52	33.9659	-83.3985	18.91	7.07	228	7	0.0492	0.0255	127.08
2015-08-05	21:27:54	33.9661	-83.3985	17.24	5.91	228.9	7	0.0074	0.0237	131.96
2015-08-05	21:27:56	33.9663	-83.3985	16.65	0.09	228.9	7	0.0258	0.0239	127.08
2015-08-05	21:28:00	33.9665	-83.3984	10.09	8.44	228.9	7	0	0.0215	131.96
2015-08-05	21:28:03	33.9666	-83.3985	8.12	313.96	228.9	7	0.0294	0.0223	127.08
2015-08-05	21:28:04	33.9666	-83.3986	12.61	280.29	228.9	7	0.0071	0.0208	122.19
2015-08-05	21:28:08	33.9666	-83.3988	13.53	278.37	235.3	7	0.0559	0.0243	117.3
2015-08-05	21:28:11	33.9666	-83.399	13.14	269.42	235.3	7	0.0015	0.022	122.19
2015-08-05	21:28:14	33.9666	-83.3992	12.61	268.65	235.3	7	0.0514	0.025	127.08
2015-08-05	21:28:16	33.9666	-83.3994	13.23	276.57	235.3	7	0.048	0.0273	127.08
2015-08-05	21:28:19	33.9666	-83.3996	11.75	280.1	235.3	7	0.0407	0.0286	131.96
2015-08-05	21:28:20	33.9667	-83.3997	10.85	276.34	235.3	7	0.0308	0.0288	127.08
2015-08-05	21:28:24	33.9667	-83.3998	7.93	318.33	235.3	7	0.0258	0.0285	127.08
2015-08-05	21:28:27	33.9668	-83.3999	7.9	9.41	235.3	7	0.0115	0.0268	131.96
2015-08-05	21:28:30	33.967	-83.3999	10.12	5.49	235.3	7	0.0248	0.0266	131.96
2015-08-05	21:28:32	33.9671	-83.3998	9.9	8.41	235.3	7	0.0123	0.0252	131.96
2015-08-05	21:28:36	33.9673	-83.3998	10.53	1.8	235.3	7	0	0.0227	127.08
2015-08-05	21:28:39	33.9674	-83.3998	9.41	359.64	235.3	7	0	0.0204	127.08
2015-08-05	21:28:40	33.9675	-83.3998	10.33	359.68	235.3	7	0.0038	0.0188	127.08
2015-08-05	21:28:44	33.9676	-83.3998	8.43	7.03	235.3	7	0.0173	0.0186	127.08
2015-08-05	21:28:46	33.9677	-83.3998	7.92	358.41	235.3	7	0.017	0.0184	127.08
2015-08-05	21:28:48	33.9678	-83.3998	9.78	320.53	235.3	7	0.0428	0.0209	127.08
2015-08-05	21:28:51	33.9679	-83.3999	8.39	284.17	235.3	7	0.0176	0.0206	122.19
2015-08-05	21:28:54	33.9679	-83.4	7.3	277.77	235.3	7	0.0473	0.0232	122.19
2015-08-05	21:28:56	33.9679	-83.4001	7.06	280.88	235.3	7	0.0371	0.0246	122.19
2015-08-05	21:29:00	33.968	-83.4003	7.97	273.24	235.3	7	0.0445	0.0266	117.3
2015-08-05	21:29:03	33.968	-83.4004	8.18	280.28	227	7	0.048	0.0287	122.19
2015-08-05	21:29:06	33.968	-83.4005	8.41	280.88	227	7	0.0149	0.0274	127.08
2015-08-05	21:29:08	33.968	-83.4007	8.17	280.42	227	7	0.0107	0.0257	122.19
2015-08-05	21:29:11	33.9681	-83.4008	8.49	276.89	227	7	0.0056	0.0237	122.19
2015-08-05	21:29:14	33.9681	-83.4009	8.6	271.71	227	7	0.0144	0.0228	122.19
2015-08-05	21:29:16	33.9681	-83.4011	9.03	280.2	227	7	0	0.0205	122.19
2015-08-05	21:29:20	33.9681	-83.4012	3.64	287.63	227	7	0	0.0184	122.19
2015-08-05	21:29:23	33.9681	-83.4012	5.44	325.77	227	7	0.0159	0.0182	122.19
2015-08-05	21:29:26	33.9682	-83.4013	7.97	318.74	227	7	0.0384	0.0202	122.19
2015-08-05	21:29:28	33.9683	-83.4014	9.04	306.73	227	7	0	0.0182	122.19
2015-08-05	21:29:32	33.9684	-83.4016	10.97	301.72	221.8	8	0.0336	0.0197	122.19
2015-08-05	21:29:35	33.9685	-83.4017	13.72	313.95	221.8	8	0	0.0177	122.19
2015-08-05	21:29:38	33.9686	-83.4019	15.93	299.66	221.8	8	0.0023	0.0162	117.3
2015-08-05	21:29:40	33.9687	-83.4022	16.57	301.44	221.8	8	0	0.0146	112.41
2015-08-05	21:29:44	33.9689	-83.4024	12.65	314.79	221.8	8	0.0166	0.0148	117.3
2015-08-05	21:29:46	33.9689	-83.4024	10.51	311.32	218	8	0.0122	0.0145	117.3
2015-08-05	21:29:48	33.9691	-83.4026	9.1	311.75	218	8	0.024	0.0155	117.3
2015-08-05	21:29:52	33.9691	-83.4027	6.78	287.03	218	8	0.0111	0.015	117.3
2015-08-05	21:29:54	33.9691	-83.4027	8.26	246.43	218	8	0.0165	0.0152	112.41
2015-08-05	21:29:56	33.969	-83.4029	8.27	221.36	218	8	0.0626	0.0199	107.53
2015-08-05	21:30:00	33.9689	-83.4029	8.09	221.07	218	8	0.0381	0.0217	97.75
2015-08-05	21:30:03	33.9689	-83.403	6.88	220.4	218	8	0.0206	0.0216	102.64
2015-08-05	21:30:06	33.9688	-83.4031	7.97	214.95	218	8	0.0122	0.0207	102.64
2015-08-05	21:30:08	33.9687	-83.4032	7.92	218.49	218	8	0	0.0186	117.3
2015-08-05	21:30:11	33.9686	-83.4032	6.67	220.78	218	8	0.0558	0.0223	122.19
2015-08-05	21:30:14	33.9685	-83.4033	6.02	217.23	218	8	0.0059	0.0207	122.19
2015-08-05	21:30:16	33.9684	-83.4034	7.88	217.97	218	8	0.006	0.0192	122.19
2015-08-05	21:30:20	33.9683	-83.4035	7.97	215.59	218	8	0	0.0173	122.19
2015-08-05	21:30:22	33.9683	-83.4036	8.55	233.09	218	8	0	0.0156	127.08
2015-08-05	21:30:24	33.9682	-83.4037	8.29	220.78	218	8	0.0132	0.0153	127.08
2015-08-05	21:30:28	33.9681	-83.4038	8.39	218.34	218	8	0	0.0138	127.08
2015-08-05	21:30:31	33.968	-83.4039	6.57	219.51	218	8	0.0285	0.0153	127.08
2015-08-05	21:30:34	33.9679	-83.4039	5.57	224.63	232.4	8	0.0127	0.015	127.08
2015-08-05	21:30:38	33.9678	-83.404	5.91	211.87	233.1	8	0.0141	0.0149	127.08
2015-08-05	21:30:40	33.9677	-83.4041	6.53	216.23	233.1	8	0.0115	0.0146	127.08
2015-08-05	21:30:43	33.9677	-83.4042	6.45	215.46	233.1	8	0.0133	0.0145	122.19
2015-08-05	21:30:46	33.9676	-83.4043	8.02	213.51	236.1	8	0.0303	0.016	127.08
2015-08-05	21:30:48	33.9675	-83.4043	7.51	177.86	236.1	8	0	0.0144	122.19
2015-08-05	21:30:52	33.9674	-83.4043	7.73	139.4	236.1	8	0.0063	0.0136	122.19
2015-08-05	21:30:55	33.9673	-83.4042	8.52	131.43	236.1	8	0	0.0123	122.19
2015-08-05	21:30:56	33.9672	-83.4041	7.22	128.76	234.6	8	0.0237	0.0134	127.08
2015-08-05	21:31:00	33.9672	-83.404	6.82	119.6	234.6	8	0.0404	0.0161	122.19
2015-08-05	21:31:03	33.9671	-83.404	5.9	128.17	234.6	8	0	0.0145	122.19
2015-08-05	21:31:04	33.9671	-83.4039	5.33	120.3	234.6	8	0.0223	0.0153	117.3
2015-08-05	21:31:08	33.9671	-83.4039	3.37	117.26	235.3	8	0.0083	0.0146	122.19
2015-08-05	21:31:11	33.9671	-83.4039	0.04	117.26	235.3	8	0.0304	0.0162	122.19
2015-08-05	21:31:14	33.967	-83.4039	0	117.26	235.3	8	0.005	0.015	122.19
2015-08-05	21:31:16	33.967	-83.4039	0	117.26	235.3	8	0.015	0.015	122.19
2015-08-05	21:31:20	33.967	-83.4039	1.75	117.26	235.3	8	0.0155	0.0151	122.19
2015-08-05	21:31:24	33.967	-83.4038	2.76	62.46	235.3	8	0.0324	0.0168	122.19
2015-08-05	21:31:27	33.9671	-83.4038	2.4	326.52	235.3	8	0.0497	0.0201	122.19
2015-08-05	21:31:30	33.9671	-83.4038	0.53	337.39	235.3	8	0.0063	0.0187	122.19
2015-08-05	21:31:32	33.9671	-83.4038	0.96	9.09	235.3	8	0	0.0169	122.19
2015-08-05	21:31:36	33.9671	-83.4038	0.89	7.48	235.3	8	0	0.0152	117.3
2015-08-05	21:31:39	33.9671	-83.4038	0.78	357.32	235.3	8	0.0109	0.0147	122.19
2015-08-05	21:31:42	33.9671	-83.4038	0.64	359.88	235.3	8	0.0072	0.014	122.19
2015-08-05	21:31:46	33.9671	-83.4038	0.56	12.7	235.3	8	0.0059	0.0132	122.19
2015-08-05	21:31:48	33.9671	-83.4038	0.52	12.7	235.3	8	0.0383	0.0157	117.3
2015-08-05	21:31:51	33.9671	-83.4038	0.3	12.7	235.3	8	0.0109	0.0152	117.3
2015-08-05	21:31:54	33.9671	-83.4038	0.29	12.7	235.3	8	0.0049	0.0142	122.19
2015-08-05	21:31:56	33.9671	-83.4038	0.22	12.7	235.3	8	0.0113	0.0139	117.3
